"Year,""Renewables share of electricity generation, Turkiye"",Units"
2000,24.9,%
2001,19.8,%
2002,26.2,%
2003,25.3,%
2004,30.7,%
2005,24.5,%
2006,25.3,%
2007,19,%
2008,17.3,%
2009,19.6,%
2010,26.4,%
2011,25.3,%
2012,27.2,%
2013,28.8,%
2014,20.9,%
2015,32,%
2016,32.9,%
2017,29.3,%
2018,32.1,%
2019,43.5,%
2020,41.8,%
2021,35.4,%
2022,42,%
